Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,Income_by_Loan,Loan_to_Income,EMI,Balance_Income
Male,Yes,0,Graduate,No,9083,0.0,228.0,360.0,1.0,Semiurban,Y,9083.0,39.66375545851528,0.02509907529722589,0.631578947368421,8855.0
Male,No,0,Graduate,No,8750,4167.0,308.0,360.0,1.0,Rural,N,12917.0,41.80258899676375,0.02384270010837591,0.853185595567867,12609.0
Male,Yes,3+,Graduate,No,2666,2083.0,95.0,360.0,1.0,Rural,Y,4749.0,49.46875,0.02,0.2631578947368421,4654.0
Female,Yes,0,Graduate,Yes,5500,0.0,105.0,360.0,0.0,Rural,N,5500.0,51.886792452830186,0.019087438647518634,0.29085872576177285,5395.0
Female,Yes,0,Graduate,No,2423,505.0,130.0,360.0,1.0,Semiurban,Y,2928.0,22.35114503816794,0.04438374871969956,0.3601108033240997,2798.0
Female,No,0,Graduate,No,3813,0.0,116.0,180.0,1.0,Urban,Y,3813.0,32.58974358974359,0.030414263240692185,0.6408839779005525,3697.0
Male,Yes,2,Graduate,No,8333,3167.0,165.0,360.0,1.0,Rural,Y,11500.0,69.27710843373494,0.014346578558386227,0.45706371191135736,11335.0
Male,Yes,1,Graduate,No,3875,0.0,67.0,360.0,1.0,Urban,N,3875.0,56.98529411764706,0.017285861713106296,0.18559556786703602,3808.0
Male,Yes,0,Not Graduate,No,3000,1666.0,100.0,480.0,0.0,Urban,N,4666.0,46.198019801980195,0.021427040925648167,0.2079002079002079,4566.0
Male,Yes,3+,Graduate,No,5167,3167.0,200.0,360.0,1.0,Semiurban,Y,8334.0,41.46268656716418,0.02399520095980804,0.554016620498615,8134.0
Female,No,1,Graduate,No,4723,0.0,81.0,360.0,1.0,Semiurban,N,4723.0,57.59756097560975,0.01714648602878916,0.22437673130193905,4642.0
Male,Yes,2,Graduate,No,5000,3667.0,236.0,360.0,1.0,Semiurban,Y,8667.0,36.56962025316456,0.02722658052607291,0.6537396121883656,8431.0
Male,Yes,0,Graduate,No,4750,2333.0,130.0,360.0,1.0,Urban,Y,7083.0,54.06870229007634,0.018351214003387916,0.3601108033240997,6953.0
Male,Yes,0,Graduate,No,3013,3033.0,95.0,300.0,1.0,Urban,Y,6046.0,62.979166666666664,0.015710269555151316,0.31561461794019935,5951.0
Male,No,0,Graduate,Yes,6822,0.0,141.0,360.0,1.0,Rural,Y,6822.0,48.04225352112676,0.020665396453173092,0.39058171745152354,6681.0
Male,No,0,Not Graduate,No,6216,0.0,133.0,360.0,1.0,Rural,N,6216.0,46.38805970149254,0.021392954801351134,0.3684210526315789,6083.0
Male,No,0,Graduate,No,2500,0.0,96.0,480.0,1.0,Semiurban,N,2500.0,25.77319587628866,0.03838464614154338,0.1995841995841996,2404.0
Male,No,0,Graduate,No,5124,0.0,124.0,360.0,0.0,Rural,N,5124.0,40.992,0.024195121951219513,0.34349030470914127,5000.0
Male,Yes,1,Graduate,No,6325,0.0,175.0,360.0,1.0,Semiurban,Y,6325.0,35.9375,0.027663610496364212,0.48476454293628807,6150.0
Male,Yes,0,Graduate,No,19730,5266.0,570.0,360.0,1.0,Rural,N,24996.0,43.77583187390543,0.022802736328359403,1.5789473684210527,24426.0
Female,No,0,Graduate,Yes,15759,0.0,55.0,360.0,1.0,Semiurban,Y,15759.0,281.4107142857143,0.0034898477157360407,0.1523545706371191,15704.0
Male,Yes,2,Graduate,No,5185,0.0,155.0,360.0,1.0,Semiurban,Y,5185.0,33.23717948717949,0.029888160431932126,0.4293628808864266,5030.0
Male,Yes,2,Graduate,Yes,9323,7873.0,380.0,300.0,1.0,Rural,Y,17196.0,45.13385826771653,0.02209687736233064,1.2624584717607974,16816.0
Male,No,1,Graduate,No,3062,1987.0,111.0,180.0,0.0,Urban,N,5049.0,45.080357142857146,0.02198019801980198,0.6132596685082873,4938.0
Female,No,0,Graduate,No,2764,1459.0,110.0,360.0,1.0,Urban,Y,4223.0,38.04504504504504,0.026041666666666668,0.3047091412742382,4113.0
Male,Yes,0,Graduate,No,4817,923.0,120.0,180.0,1.0,Urban,Y,5740.0,47.43801652892562,0.020902281832433374,0.6629834254143646,5620.0
Male,Yes,3+,Graduate,No,8750,4996.0,130.0,360.0,1.0,Rural,Y,13746.0,104.93129770992367,0.009456608714628646,0.3601108033240997,13616.0
Male,Yes,0,Graduate,No,4310,0.0,130.0,360.0,1.0,Semiurban,Y,4310.0,32.900763358778626,0.03015541637671074,0.3601108033240997,4180.0
Male,No,0,Graduate,No,3069,0.0,71.0,480.0,1.0,Urban,N,3069.0,42.625,0.023127035830618894,0.14760914760914762,2998.0
Male,Yes,2,Graduate,No,5391,0.0,130.0,360.0,1.0,Urban,Y,5391.0,41.152671755725194,0.02410979228486647,0.3601108033240997,5261.0
Male,Yes,0,Graduate,No,3333,2500.0,128.0,360.0,1.0,Semiurban,Y,5833.0,45.21705426356589,0.021940349674322936,0.3545706371191136,5705.0
Male,No,0,Graduate,No,5941,4232.0,296.0,360.0,1.0,Semiurban,Y,10173.0,34.25252525252525,0.029093768429329665,0.8199445983379502,9877.0
Female,No,0,Graduate,No,6000,0.0,156.0,360.0,1.0,Urban,Y,6000.0,38.21656050955414,0.02599566738876854,0.43213296398891965,5844.0
Male,No,0,Graduate,Yes,7167,0.0,128.0,360.0,1.0,Urban,Y,7167.0,55.55813953488372,0.017857142857142856,0.3545706371191136,7039.0
Male,Yes,2,Graduate,No,4566,0.0,100.0,360.0,1.0,Urban,N,4566.0,45.20792079207921,0.02189621195533173,0.2770083102493075,4466.0
Male,No,1,Graduate,No,3667,0.0,113.0,180.0,1.0,Urban,Y,3667.0,32.166666666666664,0.030806979280261722,0.6243093922651933,3554.0
Male,No,0,Not Graduate,No,2346,1600.0,132.0,360.0,1.0,Semiurban,Y,3946.0,29.669172932330827,0.03344312135799341,0.3656509695290859,3814.0
Male,Yes,0,Not Graduate,No,3010,3136.0,128.0,360.0,0.0,Urban,N,6146.0,47.64341085271318,0.020823165771921264,0.3545706371191136,6018.0
Male,Yes,0,Graduate,No,2333,2417.0,136.0,360.0,1.0,Urban,Y,4750.0,34.67153284671533,0.028625552515259944,0.3767313019390582,4614.0
Male,Yes,0,Graduate,No,5488,0.0,125.0,360.0,1.0,Rural,Y,5488.0,43.55555555555556,0.02277281836400073,0.3462603878116344,5363.0
Male,No,3+,Graduate,No,9167,0.0,185.0,360.0,1.0,Rural,Y,9167.0,49.284946236559136,0.02017888307155323,0.5124653739612188,8982.0
Male,Yes,3+,Graduate,No,9504,0.0,275.0,360.0,1.0,Rural,Y,9504.0,34.43478260869565,0.028932140978432403,0.7617728531855956,9229.0
Male,Yes,0,Graduate,No,2583,2115.0,120.0,360.0,1.0,Urban,Y,4698.0,38.82644628099174,0.02553734837199404,0.33240997229916897,4578.0
Male,Yes,2,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban,Y,3618.0,31.736842105263158,0.031224095053882288,0.6243093922651933,3505.0
Male,Yes,2,Graduate,No,3100,1400.0,113.0,360.0,1.0,Urban,Y,4500.0,39.473684210526315,0.025105532103976893,0.31301939058171746,4387.0
Male,Yes,2,Graduate,No,3276,484.0,135.0,360.0,1.0,Semiurban,Y,3760.0,27.647058823529413,0.035894708854028186,0.3739612188365651,3625.0
Female,No,0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,N,3180.0,44.166666666666664,0.022320025149324112,0.19667590027700832,3109.0
Male,Yes,0,Graduate,No,3033,1459.0,95.0,360.0,1.0,Urban,Y,4492.0,46.791666666666664,0.021144001780547518,0.2631578947368421,4397.0
Male,No,0,Not Graduate,No,3902,1666.0,109.0,360.0,1.0,Rural,Y,5568.0,50.61818181818182,0.019572634225175075,0.30193905817174516,5459.0
Female,No,0,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban,N,3300.0,31.73076923076923,0.031202665858830657,0.2853185595567867,3197.0
Male,Yes,2,Not Graduate,No,2889,0.0,45.0,180.0,0.0,Urban,N,2889.0,62.80434782608695,0.015570934256055362,0.24861878453038674,2844.0
Male,No,0,Not Graduate,No,2755,0.0,65.0,300.0,1.0,Rural,N,2755.0,41.74242424242424,0.02358490566037736,0.2159468438538206,2690.0
Male,No,0,Graduate,No,2500,20000.0,103.0,360.0,1.0,Semiurban,Y,22500.0,216.34615384615384,0.004577574330029776,0.2853185595567867,22397.0
Female,No,0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,Y,1963.0,36.351851851851855,0.0269857433808554,0.14681440443213298,1910.0
Female,No,0,Graduate,Yes,7441,0.0,194.0,360.0,1.0,Rural,N,7441.0,38.15897435897436,0.026068261220102123,0.5373961218836565,7247.0
Female,No,0,Graduate,No,4547,0.0,115.0,360.0,1.0,Semiurban,Y,4547.0,39.19827586206897,0.0252858399296394,0.3185595567867036,4432.0
Male,Yes,0,Not Graduate,No,2167,2400.0,115.0,360.0,1.0,Urban,Y,4567.0,39.37068965517241,0.025175131348511383,0.3185595567867036,4452.0
Female,No,0,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural,Y,2213.0,33.02985074626866,0.02981029810298103,0.18282548476454294,2147.0
Male,Yes,1,Graduate,No,8300,0.0,152.0,300.0,0.0,Semiurban,N,8300.0,54.248366013071895,0.018311046861823877,0.5049833887043189,8148.0
Male,Yes,3+,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural,N,81000.0,224.37673130193906,0.00444438957543734,0.997229916897507,80640.0
Female,No,1,Not Graduate,Yes,3867,0.0,62.0,360.0,1.0,Semiurban,N,3867.0,61.38095238095238,0.016028955532574975,0.17174515235457063,3805.0
Male,Yes,0,Graduate,No,6256,0.0,160.0,360.0,1.0,Urban,Y,6256.0,38.857142857142854,0.02557136007671408,0.44321329639889195,6096.0
Male,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,N,6096.0,27.835616438356166,0.03575528948663277,0.6038781163434903,5878.0
Male,Yes,0,Not Graduate,No,2253,2033.0,110.0,360.0,1.0,Rural,Y,4286.0,38.612612612612615,0.025658968975973875,0.3047091412742382,4176.0
Female,Yes,0,Not Graduate,No,2149,3237.0,178.0,360.0,0.0,Semiurban,N,5386.0,30.089385474860336,0.033042509745684054,0.4930747922437673,5208.0
Female,No,0,Graduate,No,2995,0.0,60.0,360.0,1.0,Urban,Y,2995.0,49.09836065573771,0.020026702269692925,0.16620498614958448,2935.0
Female,No,1,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,N,2600.0,16.149068322981368,0.06151480199923107,0.44321329639889195,2440.0
Male,Yes,2,Graduate,Yes,1600,20000.0,239.0,360.0,1.0,Urban,N,21600.0,90.0,0.011064302578584324,0.6620498614958449,21361.0
Male,Yes,0,Graduate,No,1025,2773.0,112.0,360.0,1.0,Rural,Y,3798.0,33.610619469026545,0.029481442484864437,0.31024930747922436,3686.0
Male,Yes,0,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban,Y,4663.0,33.54676258992806,0.029588336192109776,0.38227146814404434,4525.0
Male,Yes,0,Graduate,No,5829,0.0,138.0,360.0,1.0,Rural,Y,5829.0,41.935251798561154,0.023670668953687822,0.38227146814404434,5691.0
Female,No,0,Not Graduate,No,2720,0.0,80.0,360.0,0.0,Urban,N,2720.0,33.58024691358025,0.02940095553105476,0.22160664819944598,2640.0
Male,Yes,0,Graduate,No,1820,1719.0,100.0,360.0,1.0,Urban,Y,3539.0,35.039603960396036,0.02824858757062147,0.2770083102493075,3439.0
Male,Yes,1,Graduate,No,7250,1667.0,110.0,360.0,0.0,Urban,N,8917.0,80.33333333333333,0.012334604171338866,0.3047091412742382,8807.0
Male,Yes,0,Graduate,No,14880,0.0,96.0,360.0,1.0,Semiurban,Y,14880.0,153.4020618556701,0.00645117935622606,0.2659279778393352,14784.0
Male,Yes,0,Graduate,No,2666,4300.0,121.0,360.0,1.0,Rural,Y,6966.0,57.09836065573771,0.017367590067460886,0.33518005540166207,6845.0
Female,No,1,Not Graduate,No,4606,0.0,81.0,360.0,1.0,Rural,N,4606.0,56.170731707317074,0.017581940525287606,0.22437673130193905,4525.0
Male,Yes,2,Graduate,No,5935,0.0,133.0,360.0,1.0,Semiurban,Y,5935.0,44.291044776119406,0.02240566037735849,0.3684210526315789,5802.0
Male,Yes,0,Graduate,No,2920,16.12000084,87.0,360.0,1.0,Rural,Y,2936.12000084,33.365000009545454,0.02962085307209732,0.2409972299168975,2849.12000084
Male,No,0,Not Graduate,No,2717,0.0,60.0,180.0,1.0,Urban,Y,2717.0,44.540983606557376,0.02207505518763797,0.3314917127071823,2657.0
Female,No,1,Graduate,Yes,8624,0.0,150.0,360.0,1.0,Semiurban,Y,8624.0,57.11258278145695,0.017391304347826087,0.4155124653739612,8474.0
Male,No,0,Graduate,No,6500,0.0,105.0,360.0,0.0,Rural,N,6500.0,61.320754716981135,0.016151361329026302,0.29085872576177285,6395.0
Male,No,0,Graduate,No,12876,0.0,405.0,360.0,1.0,Semiurban,Y,12876.0,31.714285714285715,0.03145142502135591,1.1218836565096952,12471.0
Male,Yes,0,Graduate,No,2425,2340.0,143.0,360.0,1.0,Semiurban,Y,4765.0,33.09027777777778,0.03000419639110365,0.3961218836565097,4622.0
Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,Y,3750.0,37.12871287128713,0.026659557451346308,0.2770083102493075,3650.0
Female,Yes,0,Graduate,No,10047,0.0,128.0,240.0,1.0,Semiurban,Y,10047.0,77.88372093023256,0.012738853503184714,0.5311203319502075,9919.0
Male,No,0,Graduate,No,1926,1851.0,50.0,360.0,1.0,Semiurban,Y,3777.0,74.05882352941177,0.013234515616728428,0.13850415512465375,3727.0
Male,Yes,0,Graduate,No,2213,1125.0,128.0,360.0,1.0,Urban,Y,3338.0,25.875968992248062,0.03833483078766098,0.3545706371191136,3210.0
Male,No,0,Graduate,Yes,10416,0.0,187.0,360.0,0.0,Urban,N,10416.0,55.40425531914894,0.01795142555438226,0.518005540166205,10229.0
Female,Yes,0,Not Graduate,Yes,7142,0.0,138.0,360.0,1.0,Rural,Y,7142.0,51.381294964028775,0.019319613607727847,0.38227146814404434,7004.0
Male,No,0,Graduate,No,3660,5064.0,187.0,360.0,1.0,Semiurban,Y,8724.0,46.40425531914894,0.021432664756446992,0.518005540166205,8537.0
Male,Yes,0,Graduate,No,7901,1833.0,180.0,360.0,1.0,Rural,Y,9734.0,53.77900552486188,0.01848998459167951,0.4986149584487535,9554.0
Male,No,3+,Not Graduate,No,4707,1993.0,148.0,360.0,1.0,Semiurban,Y,6700.0,44.966442953020135,0.022086255782718996,0.4099722991689751,6552.0
Male,No,1,Graduate,No,37719,0.0,152.0,360.0,1.0,Semiurban,Y,37719.0,246.52941176470588,0.004029692470837752,0.42105263157894735,37567.0
Male,Yes,0,Graduate,No,7333,8333.0,175.0,300.0,1.0,Rural,Y,15666.0,89.01136363636364,0.011169975106912618,0.5813953488372093,15491.0
Male,Yes,1,Graduate,Yes,3466,1210.0,130.0,360.0,1.0,Rural,Y,4676.0,35.69465648854962,0.027795595467179815,0.3601108033240997,4546.0
Male,Yes,2,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,Y,4652.0,41.909909909909906,0.02364066193853428,0.3047091412742382,4542.0
Male,Yes,0,Graduate,No,3539,1376.0,55.0,360.0,1.0,Rural,N,4915.0,87.76785714285714,0.011187957689178194,0.1523545706371191,4860.0
Male,Yes,2,Graduate,No,3340,1710.0,150.0,360.0,0.0,Rural,N,5050.0,33.443708609271525,0.02969708968521085,0.4155124653739612,4900.0
Male,No,1,Not Graduate,Yes,2769,1542.0,190.0,360.0,1.0,Semiurban,N,4311.0,22.57068062827225,0.04406307977736549,0.5263157894736842,4121.0
Male,Yes,2,Not Graduate,No,2309,1255.0,125.0,360.0,0.0,Rural,N,3564.0,28.285714285714285,0.03506311360448808,0.3462603878116344,3439.0
Male,Yes,2,Not Graduate,No,1958,1456.0,60.0,300.0,1.0,Urban,Y,3414.0,55.967213114754095,0.017569546120058566,0.19933554817275748,3354.0
Male,Yes,0,Graduate,No,3948,1733.0,149.0,360.0,0.0,Rural,N,5681.0,37.873333333333335,0.026223160858852516,0.41274238227146814,5532.0
Male,Yes,0,Graduate,No,2483,2466.0,90.0,180.0,0.0,Rural,Y,4949.0,54.38461538461539,0.01818181818181818,0.4972375690607735,4859.0
Male,No,0,Graduate,Yes,7085,0.0,84.0,360.0,1.0,Semiurban,Y,7085.0,83.3529411764706,0.011854360711261643,0.23268698060941828,7001.0
Male,Yes,2,Graduate,No,3859,0.0,96.0,360.0,1.0,Semiurban,Y,3859.0,39.78350515463917,0.024870466321243522,0.2659279778393352,3763.0
Male,Yes,0,Graduate,No,4301,0.0,118.0,360.0,1.0,Urban,Y,4301.0,36.142857142857146,0.027429102742910275,0.3268698060941828,4183.0
Male,Yes,0,Graduate,No,3708,2569.0,173.0,360.0,1.0,Urban,N,6277.0,36.07471264367816,0.027556546670914304,0.4792243767313019,6104.0
Male,No,2,Graduate,No,4354,0.0,136.0,360.0,1.0,Rural,Y,4354.0,31.78102189781022,0.031228473019517797,0.3767313019390582,4218.0
Male,Yes,0,Graduate,No,8334,0.0,160.0,360.0,1.0,Semiurban,N,8334.0,51.7639751552795,0.01919616076784643,0.44321329639889195,8174.0
Male,Yes,0,Graduate,Yes,2083,4083.0,160.0,360.0,1.0,Semiurban,Y,6166.0,38.298136645962735,0.025944543538187124,0.44321329639889195,6006.0
Male,Yes,3+,Graduate,No,7740,0.0,128.0,180.0,1.0,Urban,Y,7740.0,60.0,0.016535331352538433,0.7071823204419889,7612.0
Male,Yes,0,Graduate,No,3015,2188.0,153.0,360.0,1.0,Rural,Y,5203.0,33.785714285714285,0.029400461183704842,0.42382271468144045,5050.0
Female,No,1,Not Graduate,No,5191,0.0,132.0,360.0,1.0,Semiurban,Y,5191.0,39.03007518796993,0.025423728813559324,0.3656509695290859,5059.0
Male,No,0,Graduate,No,4166,0.0,98.0,360.0,0.0,Semiurban,N,4166.0,42.08080808080808,0.02351811855051596,0.27146814404432135,4068.0
Male,No,0,Graduate,No,6000,0.0,140.0,360.0,1.0,Rural,Y,6000.0,42.5531914893617,0.023329445092484587,0.3878116343490305,5860.0
Male,Yes,3+,Not Graduate,No,2947,1664.0,70.0,180.0,0.0,Urban,N,4611.0,64.94366197183099,0.015177797051170859,0.3867403314917127,4541.0
Male,Yes,0,Graduate,No,16692,0.0,110.0,360.0,1.0,Semiurban,Y,16692.0,150.3783783783784,0.006589588450248607,0.3047091412742382,16582.0
Female,Yes,2,Not Graduate,No,210,2917.0,98.0,360.0,1.0,Semiurban,Y,3127.0,31.585858585858585,0.03132992327365729,0.27146814404432135,3029.0
Male,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N,6784.0,61.11711711711712,0.016212232866617538,0.3047091412742382,6674.0
Male,Yes,1,Graduate,Yes,3450,2079.0,162.0,360.0,1.0,Semiurban,Y,5529.0,33.920245398773005,0.029294755877034357,0.4487534626038781,5367.0
Male,Yes,1,Not Graduate,No,2653,1500.0,113.0,180.0,0.0,Rural,N,4153.0,36.42982456140351,0.02720269619643717,0.6243093922651933,4040.0
Male,Yes,3+,Graduate,No,4691,0.0,100.0,360.0,1.0,Semiurban,Y,4691.0,46.445544554455445,0.021312872975277068,0.2770083102493075,4591.0
Female,No,0,Graduate,Yes,2500,0.0,93.0,360.0,1.0,Urban,Y,2500.0,26.595744680851062,0.03718512594962015,0.25761772853185594,2407.0
Male,No,2,Graduate,No,5532,4648.0,162.0,360.0,1.0,Rural,Y,10180.0,62.45398773006135,0.015911992928003143,0.4487534626038781,10018.0
Male,Yes,2,Graduate,Yes,16525,1014.0,150.0,360.0,1.0,Rural,Y,17539.0,116.1523178807947,0.00855188141391106,0.4155124653739612,17389.0
Male,Yes,2,Graduate,No,6700,1750.0,230.0,300.0,1.0,Semiurban,Y,8450.0,36.58008658008658,0.027215714116672583,0.7641196013289037,8220.0
Male,Yes,2,Graduate,No,2873,1872.0,132.0,360.0,0.0,Semiurban,N,4745.0,35.67669172932331,0.02781289506953224,0.3656509695290859,4613.0
Male,Yes,1,Graduate,Yes,16667,2250.0,86.0,360.0,1.0,Semiurban,Y,18917.0,217.4367816091954,0.004545935088275717,0.23822714681440443,18831.0
Male,Yes,2,Graduate,No,2947,1603.0,128.0,360.0,1.0,Urban,N,4550.0,35.27131782945737,0.02812568666227203,0.3545706371191136,4422.0
Female,No,0,Not Graduate,No,4350,0.0,154.0,360.0,1.0,Rural,Y,4350.0,28.06451612903226,0.03539416226154907,0.4265927977839335,4196.0
Male,Yes,3+,Not Graduate,No,3095,0.0,113.0,360.0,1.0,Rural,Y,3095.0,27.149122807017545,0.03649870801033592,0.31301939058171746,2982.0
Male,Yes,0,Graduate,No,2083,3150.0,128.0,360.0,1.0,Semiurban,Y,5233.0,40.565891472868216,0.02445548337791364,0.3545706371191136,5105.0
Male,Yes,0,Graduate,No,10833,0.0,234.0,360.0,1.0,Semiurban,Y,10833.0,46.09787234042553,0.021598670851024553,0.6481994459833795,10599.0
Male,Yes,2,Graduate,No,8333,0.0,246.0,360.0,1.0,Semiurban,Y,8333.0,33.73684210526316,0.029517638588912886,0.6814404432132964,8087.0
Male,Yes,1,Not Graduate,No,1958,2436.0,131.0,360.0,1.0,Rural,Y,4394.0,33.28787878787879,0.029806598407281,0.3628808864265928,4263.0
Male,No,2,Graduate,No,3547,0.0,80.0,360.0,0.0,Rural,N,3547.0,43.79012345679013,0.02254791431792559,0.22160664819944598,3467.0
Male,Yes,1,Graduate,No,18333,0.0,500.0,360.0,1.0,Urban,N,18333.0,36.59281437125748,0.027271735573251882,1.3850415512465375,17833.0
Male,Yes,2,Graduate,Yes,4583,2083.0,160.0,360.0,1.0,Semiurban,Y,6666.0,41.40372670807454,0.023998800059997,0.44321329639889195,6506.0
Male,No,0,Graduate,No,2435,0.0,75.0,360.0,1.0,Urban,N,2435.0,32.03947368421053,0.03078817733990148,0.2077562326869806,2360.0
Male,No,0,Not Graduate,No,2699,2785.0,96.0,360.0,1.0,Semiurban,Y,5484.0,56.5360824742268,0.017502278942570646,0.2659279778393352,5388.0
Male,Yes,1,Not Graduate,No,5333,1131.0,186.0,360.0,1.0,Urban,Y,6464.0,34.5668449197861,0.02877030162412993,0.5152354570637119,6278.0
Male,No,0,Not Graduate,No,3691,0.0,110.0,360.0,1.0,Rural,Y,3691.0,33.252252252252255,0.029794149512459372,0.3047091412742382,3581.0
Female,No,0,Not Graduate,Yes,17263,0.0,225.0,360.0,1.0,Semiurban,Y,17263.0,76.38495575221239,0.013032900834105653,0.6232686980609419,17038.0
Male,Yes,0,Graduate,No,3597,2157.0,119.0,360.0,0.0,Rural,N,5754.0,47.95,0.020677671589921807,0.3296398891966759,5635.0
Female,Yes,1,Graduate,No,3326,913.0,105.0,84.0,1.0,Semiurban,Y,4239.0,39.990566037735846,0.024764150943396228,1.2352941176470589,4134.0
Male,Yes,0,Not Graduate,No,2600,1700.0,107.0,360.0,1.0,Rural,Y,4300.0,39.81481481481482,0.02487793536386887,0.296398891966759,4193.0
Male,Yes,0,Graduate,No,4625,2857.0,111.0,12.0,1.0,Urban,Y,7482.0,66.80357142857143,0.014833622878524655,8.538461538461538,7371.0
Male,Yes,1,Graduate,Yes,2895,0.0,95.0,360.0,1.0,Semiurban,Y,2895.0,30.15625,0.03280386740331492,0.2631578947368421,2800.0
Male,No,0,Graduate,No,6283,4416.0,209.0,360.0,0.0,Rural,N,10699.0,50.94761904761905,0.01953271028037383,0.5789473684210527,10490.0
Female,No,0,Graduate,No,645,3683.0,113.0,480.0,1.0,Rural,Y,4328.0,37.96491228070175,0.026103026103026103,0.23492723492723494,4215.0
Female,No,0,Graduate,No,3159,0.0,100.0,360.0,1.0,Semiurban,Y,3159.0,31.277227722772277,0.03164556962025317,0.2770083102493075,3059.0
Male,Yes,2,Graduate,No,4865,5624.0,208.0,360.0,1.0,Semiurban,Y,10489.0,50.186602870813395,0.01982840800762631,0.5761772853185596,10281.0
Male,Yes,1,Not Graduate,No,4050,5302.0,138.0,360.0,1.0,Rural,N,9352.0,67.28057553956835,0.014754624184753555,0.38227146814404434,9214.0
Male,Yes,0,Not Graduate,No,3814,1483.0,124.0,300.0,1.0,Semiurban,Y,5297.0,42.376,0.023405058512646282,0.4119601328903654,5173.0
Male,Yes,2,Graduate,No,3510,4416.0,243.0,360.0,1.0,Rural,Y,7926.0,32.48360655737705,0.03065472435978302,0.6731301939058172,7683.0
Male,Yes,0,Graduate,No,20833,6667.0,480.0,360.0,1.0,Urban,Y,27500.0,57.17255717255717,0.017453910766881204,1.3296398891966759,27020.0
Male,No,0,Graduate,No,3583,0.0,96.0,360.0,1.0,Urban,N,3583.0,36.93814432989691,0.026785714285714284,0.2659279778393352,3487.0
Male,Yes,0,Graduate,Yes,2479,3013.0,188.0,360.0,1.0,Urban,Y,5492.0,29.058201058201057,0.03422537775350446,0.5207756232686981,5304.0
Female,No,1,Graduate,No,13262,0.0,40.0,360.0,1.0,Urban,Y,13262.0,323.4634146341463,0.0030159089195506295,0.11080332409972299,13222.0
Male,No,0,Not Graduate,No,3598,1287.0,100.0,360.0,1.0,Rural,N,4885.0,48.366336633663366,0.020466639377814164,0.2770083102493075,4785.0
Male,Yes,1,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban,Y,8069.0,32.147410358565736,0.030978934324659233,0.6925207756232687,7819.0
Male,Yes,2,Graduate,No,3283,2035.0,148.0,360.0,1.0,Urban,Y,5318.0,35.691275167785236,0.027824779093814627,0.4099722991689751,5170.0
Male,Yes,0,Graduate,No,2130,6666.0,70.0,180.0,1.0,Semiurban,N,8796.0,123.88732394366197,0.00795725815618961,0.3867403314917127,8726.0
Male,No,0,Graduate,No,5815,3666.0,311.0,360.0,1.0,Rural,N,9481.0,30.387820512820515,0.032798987555368066,0.8614958448753463,9170.0
Male,Yes,3+,Graduate,No,3466,3428.0,150.0,360.0,1.0,Rural,Y,6894.0,45.65562913907285,0.021754894851341553,0.4155124653739612,6744.0
Female,Yes,2,Graduate,No,2031,1632.0,113.0,480.0,1.0,Semiurban,Y,3663.0,32.13157894736842,0.03084061135371179,0.23492723492723494,3550.0
Male,Yes,0,Not Graduate,No,3074,1800.0,123.0,360.0,0.0,Semiurban,N,4874.0,39.306451612903224,0.02523076923076923,0.3407202216066482,4751.0
Male,No,0,Graduate,No,4683,1915.0,185.0,360.0,1.0,Semiurban,N,6598.0,35.473118279569896,0.028034550689498408,0.5124653739612188,6413.0
Female,No,0,Not Graduate,No,3400,0.0,95.0,360.0,1.0,Rural,N,3400.0,35.416666666666664,0.027932960893854747,0.2631578947368421,3305.0
Male,Yes,2,Not Graduate,No,2192,1742.0,45.0,360.0,1.0,Semiurban,Y,3934.0,85.52173913043478,0.011435832274459974,0.12465373961218837,3889.0
Male,No,0,Graduate,No,2500,0.0,55.0,360.0,1.0,Semiurban,Y,2500.0,44.642857142857146,0.021991203518592562,0.1523545706371191,2445.0
Male,Yes,3+,Graduate,Yes,5677,1424.0,100.0,360.0,1.0,Rural,Y,7101.0,70.3069306930693,0.014080540692762602,0.2770083102493075,7001.0
Male,Yes,2,Graduate,Yes,7948,7166.0,480.0,360.0,1.0,Rural,Y,15114.0,31.422037422037423,0.03175653324512074,1.3296398891966759,14634.0
Male,No,0,Graduate,No,4680,2087.0,128.0,360.0,1.0,Semiurban,N,6767.0,52.457364341085274,0.018912529550827423,0.3545706371191136,6639.0
Male,Yes,2,Graduate,Yes,17500,0.0,400.0,360.0,1.0,Rural,Y,17500.0,43.64089775561097,0.02285583680932518,1.10803324099723,17100.0
